reportDate,zip,confirmed_cases,total_tested
1/26/2021 12:00:00 AM,62080,258,2109
1/26/2021 12:00:00 AM,62081,14,196
1/26/2021 12:00:00 AM,62082,233,2050
1/26/2021 12:00:00 AM,62083,16,171
1/26/2021 12:00:00 AM,62084,130,971
1/26/2021 12:00:00 AM,62086,113,1037
1/26/2021 12:00:00 AM,62087,151,1138
1/26/2021 12:00:00 AM,62088,621,7941
1/26/2021 12:00:00 AM,62089,31,470
1/26/2021 12:00:00 AM,62090,81,633
1/26/2021 12:00:00 AM,62091,33,272
1/26/2021 12:00:00 AM,62092,345,3454
1/26/2021 12:00:00 AM,62093,30,400
1/26/2021 12:00:00 AM,62094,73,852
1/26/2021 12:00:00 AM,62095,1060,11250
1/26/2021 12:00:00 AM,62097,262,1990
1/26/2021 12:00:00 AM,62201,540,4542
1/26/2021 12:00:00 AM,62202,10,285
1/26/2021 12:00:00 AM,62203,561,6941
1/26/2021 12:00:00 AM,62204,360,4026
1/26/2021 12:00:00 AM,62205,588,5898
1/26/2021 12:00:00 AM,62206,1155,12880
1/26/2021 12:00:00 AM,62207,534,5104
1/26/2021 12:00:00 AM,62208,1434,13568
1/26/2021 12:00:00 AM,62214,123,781
1/26/2021 12:00:00 AM,62215,245,1412
1/26/2021 12:00:00 AM,62216,536,4463
1/26/2021 12:00:00 AM,62217,81,567
1/26/2021 12:00:00 AM,62218,256,1325
1/26/2021 12:00:00 AM,62219,133,837
1/26/2021 12:00:00 AM,62220,1779,15529
1/26/2021 12:00:00 AM,62221,2437,21366
1/26/2021 12:00:00 AM,62222,15,422
1/26/2021 12:00:00 AM,62223,1522,15192
1/26/2021 12:00:00 AM,62225,127,1382
1/26/2021 12:00:00 AM,62226,2808,29098
1/26/2021 12:00:00 AM,62230,1076,8506
1/26/2021 12:00:00 AM,62231,952,7418
1/26/2021 12:00:00 AM,62232,811,9177
1/26/2021 12:00:00 AM,62233,985,9049
1/26/2021 12:00:00 AM,62234,3011,22876
1/26/2021 12:00:00 AM,62236,1422,8960
1/26/2021 12:00:00 AM,62237,297,5839
1/26/2021 12:00:00 AM,62238,64,464
1/26/2021 12:00:00 AM,62239,414,2730
1/26/2021 12:00:00 AM,62240,143,834
1/26/2021 12:00:00 AM,62241,107,1028
1/26/2021 12:00:00 AM,62242,138,1095
1/26/2021 12:00:00 AM,62243,658,7847
1/26/2021 12:00:00 AM,62244,93,428
1/26/2021 12:00:00 AM,62245,246,1549
1/26/2021 12:00:00 AM,62246,1093,12952
1/26/2021 12:00:00 AM,62248,43,342
1/26/2021 12:00:00 AM,62249,1906,15799
1/26/2021 12:00:00 AM,62250,47,370
1/26/2021 12:00:00 AM,62253,51,561
1/26/2021 12:00:00 AM,62254,725,7754
1/26/2021 12:00:00 AM,62255,65,555
1/26/2021 12:00:00 AM,62256,12,415
1/26/2021 12:00:00 AM,62257,293,2152
1/26/2021 12:00:00 AM,62258,922,9304
1/26/2021 12:00:00 AM,62259,16,13662
1/26/2021 12:00:00 AM,62260,685,4853
1/26/2021 12:00:00 AM,62261,25,135
1/26/2021 12:00:00 AM,62262,217,1467
1/26/2021 12:00:00 AM,62263,651,3667
1/26/2021 12:00:00 AM,62264,316,2782
1/26/2021 12:00:00 AM,62265,492,4843
1/26/2021 12:00:00 AM,62266,17,151
1/26/2021 12:00:00 AM,62268,52,439
1/26/2021 12:00:00 AM,62269,2881,28236
1/26/2021 12:00:00 AM,62271,191,1374
1/26/2021 12:00:00 AM,62272,185,1340
1/26/2021 12:00:00 AM,62273,36,304
1/26/2021 12:00:00 AM,62274,1396,14858
1/26/2021 12:00:00 AM,62275,357,2700
1/26/2021 12:00:00 AM,62277,114,890
1/26/2021 12:00:00 AM,62278,949,6637
1/26/2021 12:00:00 AM,62279,6,49
1/26/2021 12:00:00 AM,62280,24,269
1/26/2021 12:00:00 AM,62281,346,2028
1/26/2021 12:00:00 AM,62282,56,379
1/26/2021 12:00:00 AM,62284,62,479
1/26/2021 12:00:00 AM,62285,482,3870
1/26/2021 12:00:00 AM,62286,707,7541
1/26/2021 12:00:00 AM,62288,389,3034
1/26/2021 12:00:00 AM,62289,45,262
1/26/2021 12:00:00 AM,62292,51,721
1/26/2021 12:00:00 AM,62293,537,4468
1/26/2021 12:00:00 AM,62294,1638,10672
1/26/2021 12:00:00 AM,62295,144,773
1/26/2021 12:00:00 AM,62297,38,340
1/26/2021 12:00:00 AM,62298,1913,19427
1/26/2021 12:00:00 AM,62301,3655,64911
1/26/2021 12:00:00 AM,62305,2226,16912
1/26/2021 12:00:00 AM,62306,9,113
1/26/2021 12:00:00 AM,62311,60,690
1/26/2021 12:00:00 AM,62312,228,1777
1/26/2021 12:00:00 AM,62313,33,242
1/26/2021 12:00:00 AM,62314,49,376
1/26/2021 12:00:00 AM,62316,95,553
1/26/2021 12:00:00 AM,62320,303,2117
1/26/2021 12:00:00 AM,62321,344,3492
1/26/2021 12:00:00 AM,62323,16,180
1/26/2021 12:00:00 AM,62324,112,1239
1/26/2021 12:00:00 AM,62325,39,222
1/26/2021 12:00:00 AM,62326,137,2018
1/26/2021 12:00:00 AM,62330,91,754
1/26/2021 12:00:00 AM,62338,130,989
1/26/2021 12:00:00 AM,62339,108,1254
1/26/2021 12:00:00 AM,62340,122,1195
1/26/2021 12:00:00 AM,62341,301,3076
1/26/2021 12:00:00 AM,62343,66,376
1/26/2021 12:00:00 AM,62345,27,145
1/26/2021 12:00:00 AM,62346,17,119
1/26/2021 12:00:00 AM,62347,209,1711
1/26/2021 12:00:00 AM,62349,68,485
1/26/2021 12:00:00 AM,62351,201,1392
1/26/2021 12:00:00 AM,62352,12,141
1/26/2021 12:00:00 AM,62353,518,13377
1/26/2021 12:00:00 AM,62354,140,819
1/26/2021 12:00:00 AM,62355,70,565
1/26/2021 12:00:00 AM,62356,57,391
1/26/2021 12:00:00 AM,62357,15,139
1/26/2021 12:00:00 AM,62358,54,350
1/26/2021 12:00:00 AM,62359,14,151
1/26/2021 12:00:00 AM,62360,182,1489
1/26/2021 12:00:00 AM,62361,21,453
1/26/2021 12:00:00 AM,62362,37,245
1/26/2021 12:00:00 AM,62363,749,5851
1/26/2021 12:00:00 AM,62365,57,329
1/26/2021 12:00:00 AM,62366,126,958
1/26/2021 12:00:00 AM,62367,64,965
1/26/2021 12:00:00 AM,62370,39,244
1/26/2021 12:00:00 AM,62373,35,169
1/26/2021 12:00:00 AM,62374,15,285
1/26/2021 12:00:00 AM,62375,35,267
1/26/2021 12:00:00 AM,62376,119,899
1/26/2021 12:00:00 AM,62378,51,577
1/26/2021 12:00:00 AM,62379,178,1406
1/26/2021 12:00:00 AM,62380,27,266
1/26/2021 12:00:00 AM,62401,2492,17180
1/26/2021 12:00:00 AM,62410,68,540
1/26/2021 12:00:00 AM,62411,471,4370
1/26/2021 12:00:00 AM,62413,49,236
1/26/2021 12:00:00 AM,62414,216,1296
1/26/2021 12:00:00 AM,62417,288,3818
1/26/2021 12:00:00 AM,62418,248,1775
1/26/2021 12:00:00 AM,62419,37,298
1/26/2021 12:00:00 AM,62420,521,4413
1/26/2021 12:00:00 AM,62421,56,461
1/26/2021 12:00:00 AM,62422,115,722
1/26/2021 12:00:00 AM,62423,46,267
1/26/2021 12:00:00 AM,62424,300,1435
1/26/2021 12:00:00 AM,62425,43,447
1/26/2021 12:00:00 AM,62426,69,633
1/26/2021 12:00:00 AM,62427,103,941
1/26/2021 12:00:00 AM,62428,279,2542
1/26/2021 12:00:00 AM,62431,96,651
1/26/2021 12:00:00 AM,62432,68,404
1/26/2021 12:00:00 AM,62433,61,658
1/26/2021 12:00:00 AM,62434,32,203
1/26/2021 12:00:00 AM,62436,65,383
1/26/2021 12:00:00 AM,62438,20,183
1/26/2021 12:00:00 AM,62439,680,7174
1/26/2021 12:00:00 AM,62440,107,1007
1/26/2021 12:00:00 AM,62441,663,4821
1/26/2021 12:00:00 AM,62442,212,1355
1/26/2021 12:00:00 AM,62443,174,997
1/26/2021 12:00:00 AM,62444,32,202
1/26/2021 12:00:00 AM,62445,110,558
1/26/2021 12:00:00 AM,62446,41,237
1/26/2021 12:00:00 AM,62447,376,3637
1/26/2021 12:00:00 AM,62448,727,6204
1/26/2021 12:00:00 AM,62449,293,2869
1/26/2021 12:00:00 AM,62450,1258,16033
1/26/2021 12:00:00 AM,62451,170,1432
1/26/2021 12:00:00 AM,62452,35,263
1/26/2021 12:00:00 AM,62454,1167,19338
1/26/2021 12:00:00 AM,62458,292,3713
1/26/2021 12:00:00 AM,62459,20,191
1/26/2021 12:00:00 AM,62460,100,663
1/26/2021 12:00:00 AM,62461,102,620
1/26/2021 12:00:00 AM,62462,107,556
1/26/2021 12:00:00 AM,62463,127,852
1/26/2021 12:00:00 AM,62464,11,59
1/26/2021 12:00:00 AM,62465,82,536
1/26/2021 12:00:00 AM,62466,1111,11497
1/26/2021 12:00:00 AM,62467,542,2255
1/26/2021 12:00:00 AM,62468,242,2008
1/26/2021 12:00:00 AM,62469,52,333
1/26/2021 12:00:00 AM,62471,1591,10931
1/26/2021 12:00:00 AM,62473,161,859
1/26/2021 12:00:00 AM,62474,59,549
1/26/2021 12:00:00 AM,62475,26,193
1/26/2021 12:00:00 AM,62476,100,763
1/26/2021 12:00:00 AM,62477,61,503
1/26/2021 12:00:00 AM,62478,26,208
1/26/2021 12:00:00 AM,62479,100,638
1/26/2021 12:00:00 AM,62480,43,539
1/26/2021 12:00:00 AM,62481,22,237
1/26/2021 12:00:00 AM,62501,201,2023
1/26/2021 12:00:00 AM,62510,137,1069
1/26/2021 12:00:00 AM,62512,30,463
1/26/2021 12:00:00 AM,62513,100,1193
1/26/2021 12:00:00 AM,62514,23,126
1/26/2021 12:00:00 AM,62515,66,1082
1/26/2021 12:00:00 AM,62517,12,230
1/26/2021 12:00:00 AM,62518,25,400
1/26/2021 12:00:00 AM,62520,103,1376
1/26/2021 12:00:00 AM,62521,3056,33256
1/26/2021 12:00:00 AM,62522,1058,11263
1/26/2021 12:00:00 AM,62523,28,506
1/26/2021 12:00:00 AM,62524,41,2408
1/26/2021 12:00:00 AM,62525,13,191
1/26/2021 12:00:00 AM,62526,2618,36646
1/26/2021 12:00:00 AM,62530,91,1333
1/26/2021 12:00:00 AM,62531,140,1455
1/26/2021 12:00:00 AM,62532,9,66
1/26/2021 12:00:00 AM,62533,61,716
1/26/2021 12:00:00 AM,62534,102,882
1/26/2021 12:00:00 AM,62535,424,6718
1/26/2021 12:00:00 AM,62536,47,875
1/26/2021 12:00:00 AM,62537,9,145
1/26/2021 12:00:00 AM,62538,23,202
1/26/2021 12:00:00 AM,62539,106,1090
1/26/2021 12:00:00 AM,62540,86,1075
1/26/2021 12:00:00 AM,62543,29,399
1/26/2021 12:00:00 AM,62544,155,2176
1/26/2021 12:00:00 AM,62545,82,1096
1/26/2021 12:00:00 AM,62546,109,1148
1/26/2021 12:00:00 AM,62547,48,530
1/26/2021 12:00:00 AM,62548,200,3697
1/26/2021 12:00:00 AM,62549,718,6689
1/26/2021 12:00:00 AM,62550,287,2218
1/26/2021 12:00:00 AM,62551,62,553
1/26/2021 12:00:00 AM,62553,43,342
1/26/2021 12:00:00 AM,62554,127,1316
1/26/2021 12:00:00 AM,62555,26,311
1/26/2021 12:00:00 AM,62556,25,242
1/26/2021 12:00:00 AM,62557,627,6997
1/26/2021 12:00:00 AM,62558,282,3295
1/26/2021 12:00:00 AM,62560,151,1240
1/26/2021 12:00:00 AM,62561,407,5156
1/26/2021 12:00:00 AM,62563,465,6349
1/26/2021 12:00:00 AM,62565,692,8349
1/26/2021 12:00:00 AM,62567,72,641
1/26/2021 12:00:00 AM,62568,1694,19470
1/26/2021 12:00:00 AM,62570,30,433
1/26/2021 12:00:00 AM,62571,100,933
1/26/2021 12:00:00 AM,62572,27,363
1/26/2021 12:00:00 AM,62573,116,1067
1/26/2021 12:00:00 AM,62601,31,341
1/26/2021 12:00:00 AM,62610,15,223
1/26/2021 12:00:00 AM,62611,88,767
1/26/2021 12:00:00 AM,62612,193,1919
1/26/2021 12:00:00 AM,62613,286,3909
1/26/2021 12:00:00 AM,62615,471,6597
1/26/2021 12:00:00 AM,62617,53,590
1/26/2021 12:00:00 AM,62618,1229,8609
1/26/2021 12:00:00 AM,62620,7,1044
1/26/2021 12:00:00 AM,62621,71,1039
1/26/2021 12:00:00 AM,62624,39,387
1/26/2021 12:00:00 AM,62625,82,790
1/26/2021 12:00:00 AM,62626,869,12832
1/26/2021 12:00:00 AM,62627,102,1041
1/26/2021 12:00:00 AM,62628,68,768
1/26/2021 12:00:00 AM,62629,1028,17425
1/26/2021 12:00:00 AM,62630,52,387
1/26/2021 12:00:00 AM,62631,20,192
1/26/2021 12:00:00 AM,62633,67,713
1/26/2021 12:00:00 AM,62634,59,885
1/26/2021 12:00:00 AM,62635,70,779
1/26/2021 12:00:00 AM,62638,101,1036
1/26/2021 12:00:00 AM,62639,22,269
1/26/2021 12:00:00 AM,62640,210,3304
1/26/2021 12:00:00 AM,62642,99,1412
1/26/2021 12:00:00 AM,62643,46,548
1/26/2021 12:00:00 AM,62644,437,5751
1/26/2021 12:00:00 AM,62649,39,503
1/26/2021 12:00:00 AM,62650,2613,33159
1/26/2021 12:00:00 AM,62651,6,124
1/26/2021 12:00:00 AM,62655,33,503
1/26/2021 12:00:00 AM,62656,2434,42021
1/26/2021 12:00:00 AM,62661,63,1002
1/26/2021 12:00:00 AM,62663,13,205
1/26/2021 12:00:00 AM,62664,283,3235
1/26/2021 12:00:00 AM,62665,85,1110
1/26/2021 12:00:00 AM,62666,44,631
1/26/2021 12:00:00 AM,62667,33,410
1/26/2021 12:00:00 AM,62668,103,1039
1/26/2021 12:00:00 AM,62670,245,2889
1/26/2021 12:00:00 AM,62671,34,529
1/26/2021 12:00:00 AM,62672,17,180
1/26/2021 12:00:00 AM,62673,35,432
1/26/2021 12:00:00 AM,62674,76,927
1/26/2021 12:00:00 AM,62675,458,7417
1/26/2021 12:00:00 AM,62677,159,2369
1/26/2021 12:00:00 AM,62681,522,7273
1/26/2021 12:00:00 AM,62682,82,848
1/26/2021 12:00:00 AM,62684,639,7570
1/26/2021 12:00:00 AM,62685,167,1570
1/26/2021 12:00:00 AM,62688,41,676
1/26/2021 12:00:00 AM,62689,35,515
1/26/2021 12:00:00 AM,62690,339,6351
1/26/2021 12:00:00 AM,62691,234,2445
1/26/2021 12:00:00 AM,62692,154,1768
1/26/2021 12:00:00 AM,62693,136,1605
1/26/2021 12:00:00 AM,62694,286,4466
1/26/2021 12:00:00 AM,62695,53,432
1/26/2021 12:00:00 AM,62701,68,2243
1/26/2021 12:00:00 AM,62702,2349,43423
1/26/2021 12:00:00 AM,62703,2254,41823
1/26/2021 12:00:00 AM,62704,2552,46329
1/26/2021 12:00:00 AM,62705,10,197
1/26/2021 12:00:00 AM,62707,619,10656
1/26/2021 12:00:00 AM,62708,20,291
1/26/2021 12:00:00 AM,62711,1570,24729
1/26/2021 12:00:00 AM,62712,914,12034
1/26/2021 12:00:00 AM,62791,22,257
1/26/2021 12:00:00 AM,62801,2398,34795
1/26/2021 12:00:00 AM,62803,109,671
1/26/2021 12:00:00 AM,62806,266,1746
1/26/2021 12:00:00 AM,62807,97,725
1/26/2021 12:00:00 AM,62808,149,931
1/26/2021 12:00:00 AM,62809,26,158
1/26/2021 12:00:00 AM,62810,87,564
1/26/2021 12:00:00 AM,62811,18,127
1/26/2021 12:00:00 AM,62812,1213,13334
1/26/2021 12:00:00 AM,62814,140,1300
1/26/2021 12:00:00 AM,62815,26,191
1/26/2021 12:00:00 AM,62816,98,668
1/26/2021 12:00:00 AM,62817,43,355
1/26/2021 12:00:00 AM,62818,25,212
1/26/2021 12:00:00 AM,62819,48,371
1/26/2021 12:00:00 AM,62820,18,110
1/26/2021 12:00:00 AM,62821,821,13352
1/26/2021 12:00:00 AM,62822,254,2462
1/26/2021 12:00:00 AM,62823,139,1655
1/26/2021 12:00:00 AM,62824,137,1249
1/26/2021 12:00:00 AM,62825,18,194
1/26/2021 12:00:00 AM,62827,79,691
1/26/2021 12:00:00 AM,62828,140,852
1/26/2021 12:00:00 AM,62830,132,845
1/26/2021 12:00:00 AM,62831,52,319
1/26/2021 12:00:00 AM,62832,994,9062
1/26/2021 12:00:00 AM,62833,29,130
1/26/2021 12:00:00 AM,62835,98,965
1/26/2021 12:00:00 AM,62836,60,487
1/26/2021 12:00:00 AM,62837,865,7656
1/26/2021 12:00:00 AM,62838,186,1101
1/26/2021 12:00:00 AM,62839,722,6386
1/26/2021 12:00:00 AM,62841,18,276
1/26/2021 12:00:00 AM,62842,70,451
1/26/2021 12:00:00 AM,62843,7,44
1/26/2021 12:00:00 AM,62844,210,1410
1/26/2021 12:00:00 AM,62846,330,5733
1/26/2021 12:00:00 AM,62848,56,546
1/26/2021 12:00:00 AM,62849,189,1424
1/26/2021 12:00:00 AM,62850,14,108
1/26/2021 12:00:00 AM,62851,33,182
1/26/2021 12:00:00 AM,62852,15,93
1/26/2021 12:00:00 AM,62853,92,776
1/26/2021 12:00:00 AM,62854,154,1172
1/26/2021 12:00:00 AM,62856,21,183
1/26/2021 12:00:00 AM,62858,304,2167
1/26/2021 12:00:00 AM,62859,486,3783
1/26/2021 12:00:00 AM,62860,35,359
1/26/2021 12:00:00 AM,62862,21,126
1/26/2021 12:00:00 AM,62863,1097,9363
1/26/2021 12:00:00 AM,62864,2196,20360
1/26/2021 12:00:00 AM,62865,232,1497
1/26/2021 12:00:00 AM,62867,43,343
1/26/2021 12:00:00 AM,62868,150,1318
1/26/2021 12:00:00 AM,62869,224,1701
1/26/2021 12:00:00 AM,62870,271,2624
1/26/2021 12:00:00 AM,62871,44,370
1/26/2021 12:00:00 AM,62872,96,618
1/26/2021 12:00:00 AM,62874,37,237
1/26/2021 12:00:00 AM,62875,150,1111
1/26/2021 12:00:00 AM,62876,21,91
1/26/2021 12:00:00 AM,62877,41,341
1/26/2021 12:00:00 AM,62878,35,232
1/26/2021 12:00:00 AM,62880,89,568
1/26/2021 12:00:00 AM,62881,1124,13655
1/26/2021 12:00:00 AM,62882,238,2272
1/26/2021 12:00:00 AM,62883,60,462
1/26/2021 12:00:00 AM,62884,308,2088
1/26/2021 12:00:00 AM,62885,100,518
1/26/2021 12:00:00 AM,62886,30,246
1/26/2021 12:00:00 AM,62887,32,207
1/26/2021 12:00:00 AM,62888,165,1250
1/26/2021 12:00:00 AM,62889,78,522
1/26/2021 12:00:00 AM,62890,215,1896
1/26/2021 12:00:00 AM,62891,52,401
1/26/2021 12:00:00 AM,62892,43,283
1/26/2021 12:00:00 AM,62893,92,842
1/26/2021 12:00:00 AM,62894,110,580
1/26/2021 12:00:00 AM,62895,184,982
1/26/2021 12:00:00 AM,62896,1170,10853
1/26/2021 12:00:00 AM,62897,48,294
1/26/2021 12:00:00 AM,62898,176,971
1/26/2021 12:00:00 AM,62899,110,991
1/26/2021 12:00:00 AM,62901,1898,27901
1/26/2021 12:00:00 AM,62902,303,3876
1/26/2021 12:00:00 AM,62903,151,2314
1/26/2021 12:00:00 AM,62905,50,513
1/26/2021 12:00:00 AM,62906,1032,13377
1/26/2021 12:00:00 AM,62907,198,1709
1/26/2021 12:00:00 AM,62908,44,314
1/26/2021 12:00:00 AM,62910,161,1119
1/26/2021 12:00:00 AM,62912,81,971
1/26/2021 12:00:00 AM,62914,149,2174
1/26/2021 12:00:00 AM,62915,64,574
1/26/2021 12:00:00 AM,62916,86,742
1/26/2021 12:00:00 AM,62917,248,3627
1/26/2021 12:00:00 AM,62918,1092,10197
1/26/2021 12:00:00 AM,62919,71,751
1/26/2021 12:00:00 AM,62920,347,4138
1/26/2021 12:00:00 AM,62921,23,315
1/26/2021 12:00:00 AM,62922,243,2009
1/26/2021 12:00:00 AM,62923,32,401
1/26/2021 12:00:00 AM,62924,227,2397
1/26/2021 12:00:00 AM,62926,201,1913
1/26/2021 12:00:00 AM,62927,24,236
1/26/2021 12:00:00 AM,62928,10,169
1/26/2021 12:00:00 AM,62930,480,5120
1/26/2021 12:00:00 AM,62931,98,936
1/26/2021 12:00:00 AM,62932,118,1459
1/26/2021 12:00:00 AM,62933,162,2774
1/26/2021 12:00:00 AM,62934,82,715
1/26/2021 12:00:00 AM,62935,190,1454
1/26/2021 12:00:00 AM,62938,171,1645
1/26/2021 12:00:00 AM,62939,298,2550
1/26/2021 12:00:00 AM,62940,26,280
1/26/2021 12:00:00 AM,62941,68,461
1/26/2021 12:00:00 AM,62942,60,406
1/26/2021 12:00:00 AM,62943,45,481
1/26/2021 12:00:00 AM,62946,1087,12052
1/26/2021 12:00:00 AM,62947,30,259
1/26/2021 12:00:00 AM,62948,1205,14549
1/26/2021 12:00:00 AM,62949,55,546
1/26/2021 12:00:00 AM,62950,27,193
1/26/2021 12:00:00 AM,62951,456,4179
1/26/2021 12:00:00 AM,62952,340,3742
1/26/2021 12:00:00 AM,62953,19,199
1/26/2021 12:00:00 AM,62954,23,299
1/26/2021 12:00:00 AM,62956,83,579
1/26/2021 12:00:00 AM,62957,59,404
1/26/2021 12:00:00 AM,62958,105,1819
1/26/2021 12:00:00 AM,62959,2604,34720
1/26/2021 12:00:00 AM,62960,840,6801
1/26/2021 12:00:00 AM,62963,29,333
1/26/2021 12:00:00 AM,62964,110,872
1/26/2021 12:00:00 AM,62965,7,52
1/26/2021 12:00:00 AM,62966,1259,13642
1/26/2021 12:00:00 AM,62967,33,215
1/26/2021 12:00:00 AM,62969,29,247
1/26/2021 12:00:00 AM,62970,53,325
1/26/2021 12:00:00 AM,62972,88,871
1/26/2021 12:00:00 AM,62974,120,877
1/26/2021 12:00:00 AM,62975,11,194
1/26/2021 12:00:00 AM,62976,38,288
1/26/2021 12:00:00 AM,62977,50,428
1/26/2021 12:00:00 AM,62979,87,833
1/26/2021 12:00:00 AM,62982,138,2219
1/26/2021 12:00:00 AM,62983,142,1233
1/26/2021 12:00:00 AM,62984,135,1124
1/26/2021 12:00:00 AM,62985,73,700
1/26/2021 12:00:00 AM,62987,83,814
1/26/2021 12:00:00 AM,62988,98,1001
1/26/2021 12:00:00 AM,62990,70,509
1/26/2021 12:00:00 AM,62992,195,1417
1/26/2021 12:00:00 AM,62994,71,619
1/26/2021 12:00:00 AM,62995,670,16039
1/26/2021 12:00:00 AM,62996,63,308
1/26/2021 12:00:00 AM,62997,40,538
1/26/2021 12:00:00 AM,62998,29,288
1/26/2021 12:00:00 AM,62999,123,1207
